Timestamp,Average_OAT,Humidity,UV_Index,Average_Rainfall
2021-10-02 07:45:00,28,81,0.1,0
2021-10-02 08:00:00,28,80,0.1,0
2021-10-02 08:15:00,28,80,0.4,0
2021-10-02 08:30:00,28,80,0.4,0
2021-10-02 08:45:00,28,80,0.4,0
2021-10-02 09:00:00,29,78,0.4,0
2021-10-02 09:15:00,29,78,1,0
2021-10-02 09:30:00,29,78,1,0
2021-10-02 09:45:00,29,78,1,0
2021-10-02 10:00:00,29,76,1,0
2021-10-02 10:15:00,29,76,2,0
2021-10-02 10:30:00,29,76,2,0
2021-10-02 10:45:00,29,76,2,0
2021-10-02 11:00:00,31,75,2,0
2021-10-02 11:15:00,31,75,5,0
2021-10-02 11:30:00,31,75,5,0
2021-10-02 11:45:00,31,75,5,0
2021-10-02 12:00:00,30,71,5,0
2021-10-02 12:15:00,30,71,5,0
2021-10-02 12:30:00,30,71,5,0
2021-10-02 12:45:00,30,71,5,0
2021-10-02 13:00:00,32,64,5,0
2021-10-02 13:15:00,32,64,6,0
2021-10-02 13:30:00,32,64,6,0
2021-10-02 13:45:00,32,64,6,0
2021-10-02 14:00:00,32,59,6,0
2021-10-02 14:15:00,32,59,7,0
2021-10-02 14:30:00,32,59,7,0
2021-10-02 14:45:00,32,59,7,0
2021-10-02 15:00:00,32,59,7,0
2021-10-02 15:15:00,32,59,5,0
2021-10-02 15:30:00,32,59,5,0
2021-10-02 15:45:00,32,59,5,0
2021-10-02 16:00:00,31,60,5,0
2021-10-02 16:15:00,31,60,3,0
2021-10-02 16:30:00,31,60,3,0
2021-10-02 16:45:00,31,60,3,0
2021-10-02 17:00:00,30,66,3,0
2021-10-02 17:15:00,30,66,1,0
2021-10-02 17:30:00,30,66,1,0
2021-10-02 17:45:00,30,66,1,0
2021-10-02 18:00:00,29,69,1,0
2021-10-02 18:15:00,29,69,0.2,0
2021-10-02 18:30:00,29,69,0.2,0
2021-10-02 18:45:00,29,69,0.2,0
2021-10-02 19:00:00,29,72,0.2,0
2021-10-02 19:15:00,29,72,0.2,0
2021-10-02 19:30:00,29,72,0.2,0
2021-10-02 19:45:00,29,72,0.2,0
2021-10-02 20:00:00,29,77,0.2,0
2021-10-02 20:15:00,29,77,0.2,0
2021-10-02 20:30:00,29,77,0.2,0
2021-10-02 20:45:00,29,77,0.2,0
2021-10-02 21:00:00,29,75,0.2,0
2021-10-02 21:15:00,29,75,0.2,0
2021-10-02 21:30:00,29,75,0.2,0
2021-10-02 21:45:00,29,75,0.2,0
2021-10-02 22:00:00,29,72,0.2,0
2021-10-02 22:15:00,29,72,0.2,0
2021-10-02 22:30:00,29,72,0.2,0
2021-10-02 22:45:00,29,72,0.2,0
2021-10-02 23:00:00,29,76,0.2,0
2021-10-02 23:15:00,29,76,0.2,0
2021-10-02 23:30:00,29,76,0.2,0
2021-10-02 23:45:00,29,76,0.2,0
2021-10-03 00:00:00,29,77,0.2,0
2021-10-03 00:15:00,29,77,0.2,0
2021-10-03 00:30:00,29,77,0.2,0
2021-10-03 00:45:00,29,77,0.2,0
2021-10-03 01:00:00,28,78,0.2,0
2021-10-03 01:15:00,28,78,0.2,0
2021-10-03 01:30:00,28,78,0.2,0
2021-10-03 01:45:00,28,78,0.2,0
2021-10-03 02:00:00,29,79,0.2,0
2021-10-03 02:15:00,29,79,0.2,0
2021-10-03 02:30:00,29,79,0.2,0
2021-10-03 02:45:00,29,79,0.2,0
2021-10-03 03:00:00,28,77,0.2,0
2021-10-03 03:15:00,28,77,0.2,0
2021-10-03 03:30:00,28,77,0.2,0
2021-10-03 03:45:00,28,77,0.2,0
2021-10-03 04:00:00,28,79,0.2,0
2021-10-03 04:15:00,28,79,0.2,0
2021-10-03 04:30:00,28,79,0.2,0
2021-10-03 04:45:00,28,79,0.2,0
2021-10-03 05:00:00,28,79,0.2,0
2021-10-03 05:15:00,28,79,0.2,0
2021-10-03 05:30:00,28,79,0.2,0
2021-10-03 05:45:00,28,79,0.2,0
2021-10-03 06:00:00,28,79,0.2,0
2021-10-03 06:15:00,28,79,0.2,0
2021-10-03 06:30:00,28,79,0.2,0
2021-10-03 06:45:00,28,79,0.2,2
2021-10-03 07:00:00,26,91,0.2,2
2021-10-03 07:15:00,26,91,0.2,2
2021-10-03 07:30:00,26,91,0.2,2
2021-10-03 07:45:00,26,91,0.2,0
2021-10-03 08:00:00,27,86,0.2,0
2021-10-03 08:15:00,27,86,0.3,0
2021-10-03 08:30:00,27,86,0.3,0
2021-10-03 08:45:00,27,86,0.3,0
2021-10-03 09:00:00,27,83,0.3,0
2021-10-03 09:15:00,27,83,1,0
2021-10-03 09:30:00,27,83,1,0
2021-10-03 09:45:00,27,83,1,0
2021-10-03 10:00:00,28,80,1,0
2021-10-03 10:15:00,28,80,3,0
2021-10-03 10:30:00,28,80,3,0
2021-10-03 10:45:00,28,80,3,0
2021-10-03 11:00:00,28,83,3,0
2021-10-03 11:15:00,28,83,2,0
2021-10-03 11:30:00,28,83,2,0
2021-10-03 11:45:00,28,83,2,0
2021-10-03 12:00:00,28,81,2,0
2021-10-03 12:15:00,28,81,3,0
2021-10-03 12:30:00,28,81,3,0
2021-10-03 12:45:00,28,81,3,0
2021-10-03 13:00:00,28,75,3,0
2021-10-03 13:15:00,28,75,3,0
2021-10-03 13:30:00,28,75,3,0
2021-10-03 13:45:00,28,75,3,0
2021-10-03 14:00:00,28,79,3,0
2021-10-03 14:15:00,28,79,2,0
2021-10-03 14:30:00,28,79,2,0
2021-10-03 14:45:00,28,79,2,0
2021-10-03 15:00:00,29,76,2,0
2021-10-03 15:15:00,29,76,3,0
2021-10-03 15:30:00,29,76,3,0
2021-10-03 15:45:00,29,76,3,0
2021-10-03 16:00:00,29,75,3,0
2021-10-03 16:15:00,29,75,2,0
2021-10-03 16:30:00,29,75,2,0
2021-10-03 16:45:00,29,75,2,0
2021-10-03 17:00:00,29,78,2,0
2021-10-03 17:15:00,29,78,0.9,0
2021-10-03 17:30:00,29,78,0.9,0
2021-10-03 17:45:00,29,78,0.9,0
2021-10-03 18:00:00,28,78,0.9,0
2021-10-03 18:15:00,28,78,0.2,0
2021-10-03 18:30:00,28,78,0.2,0
2021-10-03 18:45:00,28,78,0.2,0
2021-10-03 19:00:00,28,77,0.2,0
2021-10-03 19:15:00,28,77,0.2,0
2021-10-03 19:30:00,28,77,0.2,0
2021-10-03 19:45:00,28,77,0.2,0
2021-10-03 20:00:00,28,77,0.2,0
2021-10-03 20:15:00,28,77,0.2,0
2021-10-03 20:30:00,28,77,0.2,0
2021-10-03 20:45:00,28,77,0.2,0
2021-10-03 21:00:00,28,79,0.2,0
2021-10-03 21:15:00,28,79,0.2,0
2021-10-03 21:30:00,28,79,0.2,0
2021-10-03 21:45:00,28,79,0.2,0
2021-10-03 22:00:00,28,81,0.2,0
2021-10-03 22:15:00,28,81,0.2,0
2021-10-03 22:30:00,28,81,0.2,0
2021-10-03 22:45:00,28,81,0.2,0
2021-10-03 23:00:00,28,79,0.2,0
2021-10-03 23:15:00,28,79,0.2,0
2021-10-03 23:30:00,28,79,0.2,0
2021-10-03 23:45:00,28,79,0.2,0
2021-10-04 00:00:00,28,77,0.2,0
2021-10-04 00:15:00,28,77,0.2,0
2021-10-04 00:30:00,28,77,0.2,0
2021-10-04 00:45:00,28,77,0.2,0
2021-10-04 01:00:00,28,76,0.2,0
2021-10-04 01:15:00,28,76,0.2,0
2021-10-04 01:30:00,28,76,0.2,0
2021-10-04 01:45:00,28,76,0.2,0
2021-10-04 02:00:00,28,76,0.2,0
2021-10-04 02:15:00,28,76,0.2,0
2021-10-04 02:30:00,28,76,0.2,0
2021-10-04 02:45:00,28,76,0.2,0
2021-10-04 03:00:00,28,78,0.2,0
2021-10-04 03:15:00,28,78,0.2,0
2021-10-04 03:30:00,28,78,0.2,0
2021-10-04 03:45:00,28,78,0.2,0
2021-10-04 04:00:00,28,77,0.2,0
2021-10-04 04:15:00,28,77,0.2,0
2021-10-04 04:30:00,28,77,0.2,0
2021-10-04 04:45:00,28,77,0.2,0
2021-10-04 05:00:00,28,80,0.2,0
2021-10-04 05:15:00,28,80,0.2,0
2021-10-04 05:30:00,28,80,0.2,0
2021-10-04 05:45:00,28,80,0.2,0
2021-10-04 06:00:00,27,78,0.2,0
2021-10-04 06:15:00,27,78,0.2,0
2021-10-04 06:30:00,27,78,0.2,0
2021-10-04 06:45:00,27,78,0.2,0
2021-10-04 07:00:00,27,80,0.2,0
2021-10-04 07:15:00,27,80,0.2,0
2021-10-04 07:30:00,27,80,0.2,0
2021-10-04 07:45:00,27,80,0.2,0
2021-10-04 08:00:00,28,78,0.2,0
2021-10-04 08:15:00,28,78,0.4,0
2021-10-04 08:30:00,28,78,0.4,0
2021-10-04 08:45:00,28,78,0.4,0
2021-10-04 09:00:00,29,76,0.4,0
2021-10-04 09:15:00,29,76,1,0
2021-10-04 09:30:00,29,76,1,0
2021-10-04 09:45:00,29,76,1,0
2021-10-04 10:00:00,30,71,1,0
2021-10-04 10:15:00,30,71,3,0
2021-10-04 10:30:00,30,71,3,0
2021-10-04 10:45:00,30,71,3,0
2021-10-04 11:00:00,29,68,3,0
2021-10-04 11:15:00,29,68,4,0
2021-10-04 11:30:00,29,68,4,0
2021-10-04 11:45:00,29,68,4,0
2021-10-04 12:00:00,30,65,4,0
2021-10-04 12:15:00,30,65,7,0
2021-10-04 12:30:00,30,65,7,0
2021-10-04 12:45:00,30,65,7,0
2021-10-04 13:00:00,31,61,7,0
2021-10-04 13:15:00,31,61,8,0
2021-10-04 13:30:00,31,61,8,0
2021-10-04 13:45:00,31,61,8,0
2021-10-04 14:00:00,31,60,8,0
2021-10-04 14:15:00,31,60,7,0
2021-10-04 14:30:00,31,60,7,0
2021-10-04 14:45:00,31,60,7,0
2021-10-04 15:00:00,31,58,7,0
2021-10-04 15:15:00,31,58,5,0
2021-10-04 15:30:00,31,58,5,0
2021-10-04 15:45:00,31,58,5,0
2021-10-04 16:00:00,30,60,5,0
2021-10-04 16:15:00,30,60,3,0
2021-10-04 16:30:00,30,60,3,0
2021-10-04 16:45:00,30,60,3,0
2021-10-04 17:00:00,30,62,3,0
2021-10-04 17:15:00,30,62,1,0
2021-10-04 17:30:00,30,62,1,0
2021-10-04 17:45:00,30,62,1,0
2021-10-04 18:00:00,29,65,1,0
2021-10-04 18:15:00,29,65,0.2,0
2021-10-04 18:30:00,29,65,0.2,0
2021-10-04 18:45:00,29,65,0.2,0
2021-10-04 19:00:00,29,72,0.2,0
2021-10-04 19:15:00,29,72,0.2,0
2021-10-04 19:30:00,29,72,0.2,0
2021-10-04 19:45:00,29,72,0.2,0
2021-10-04 20:00:00,29,74,0.2,0
2021-10-04 20:15:00,29,74,0.2,0
2021-10-04 20:30:00,29,74,0.2,0
2021-10-04 20:45:00,29,74,0.2,0
2021-10-04 21:00:00,29,73,0.2,0
2021-10-04 21:15:00,29,73,0.2,0
2021-10-04 21:30:00,29,73,0.2,0
2021-10-04 21:45:00,29,73,0.2,0
2021-10-04 22:00:00,29,68,0.2,0
2021-10-04 22:15:00,29,68,0.2,0
2021-10-04 22:30:00,29,68,0.2,0
2021-10-04 22:45:00,29,68,0.2,0
2021-10-04 23:00:00,29,66,0.2,0
2021-10-04 23:15:00,29,66,0.2,0
2021-10-04 23:30:00,29,66,0.2,0
2021-10-04 23:45:00,29,66,0.2,0
2021-10-05 00:00:00,28,76,0.2,0
2021-10-05 00:15:00,28,76,0.2,0
2021-10-05 00:30:00,28,76,0.2,0
2021-10-05 00:45:00,28,76,0.2,0
2021-10-05 01:00:00,29,77,0.2,0
2021-10-05 01:15:00,29,77,0.2,0
2021-10-05 01:30:00,29,77,0.2,0
2021-10-05 01:45:00,29,77,0.2,0
2021-10-05 02:00:00,29,77,0.2,0
2021-10-05 02:15:00,29,77,0.2,0
2021-10-05 02:30:00,29,77,0.2,0
2021-10-05 02:45:00,29,77,0.2,0
2021-10-05 03:00:00,28,77,0.2,0
2021-10-05 03:15:00,28,77,0.2,0
2021-10-05 03:30:00,28,77,0.2,0
2021-10-05 03:45:00,28,77,0.2,0
2021-10-05 04:00:00,28,79,0.2,0
2021-10-05 04:15:00,28,79,0.2,0
2021-10-05 04:30:00,28,79,0.2,0
2021-10-05 04:45:00,28,79,0.2,0
2021-10-05 05:00:00,28,77,0.2,0
2021-10-05 05:15:00,28,77,0.2,0
2021-10-05 05:30:00,28,77,0.2,0
2021-10-05 05:45:00,28,77,0.2,0
2021-10-05 06:00:00,28,76,0.2,0
2021-10-05 06:15:00,28,76,0.2,0
2021-10-05 06:30:00,28,76,0.2,0
2021-10-05 06:45:00,28,76,0.2,0
2021-10-05 07:00:00,28,76,0.2,0
2021-10-05 07:15:00,28,76,0.2,0
2021-10-05 07:30:00,28,76,0.2,0
2021-10-05 07:45:00,28,76,0.2,0
2021-10-05 08:00:00,29,72,0.2,0
2021-10-05 08:15:00,29,72,0.4,0
2021-10-05 08:30:00,29,72,0.4,0
2021-10-05 08:45:00,29,72,0.4,0
2021-10-05 09:00:00,29,66,0.4,0
2021-10-05 09:15:00,29,66,2,0
2021-10-05 09:30:00,29,66,2,0
2021-10-05 09:45:00,29,66,2,0
2021-10-05 10:00:00,30,65,2,0
2021-10-05 10:15:00,30,65,4,0
2021-10-05 10:30:00,30,65,4,0
2021-10-05 10:45:00,30,65,4,0
2021-10-05 11:00:00,30,64,4,0
2021-10-05 11:15:00,30,64,6,0
2021-10-05 11:30:00,30,64,6,0
2021-10-05 11:45:00,30,64,6,0
2021-10-05 12:00:00,31,63,6,0
2021-10-05 12:15:00,31,63,8,0
2021-10-05 12:30:00,31,63,8,0
2021-10-05 12:45:00,31,63,8,0
2021-10-05 13:00:00,31,62,8,0
2021-10-05 13:15:00,31,62,9,0
2021-10-05 13:30:00,31,62,9,0
2021-10-05 13:45:00,31,62,9,0
2021-10-05 14:00:00,31,59,9,0
2021-10-05 14:15:00,31,59,7,0
2021-10-05 14:30:00,31,59,7,0
2021-10-05 14:45:00,31,59,7,0
2021-10-05 15:00:00,31,59,7,0
2021-10-05 15:15:00,31,59,5,0
2021-10-05 15:30:00,31,59,5,0
2021-10-05 15:45:00,31,59,5,0
2021-10-05 16:00:00,30,62,5,0
2021-10-05 16:15:00,30,62,3,0
2021-10-05 16:30:00,30,62,3,0
2021-10-05 16:45:00,30,62,3,0
2021-10-05 17:00:00,30,65,3,0
2021-10-05 17:15:00,30,65,1,0
2021-10-05 17:30:00,30,65,1,0
2021-10-05 17:45:00,30,65,1,0
2021-10-05 18:00:00,29,65,1,0
2021-10-05 18:15:00,29,65,0.2,0
2021-10-05 18:30:00,29,65,0.2,0
2021-10-05 18:45:00,29,65,0.2,0
2021-10-05 19:00:00,29,66,0.2,0
2021-10-05 19:15:00,29,66,0.2,0
2021-10-05 19:30:00,29,66,0.2,0
2021-10-05 19:45:00,29,66,0.2,0
2021-10-05 20:00:00,29,66,0.2,0
2021-10-05 20:15:00,29,66,0.2,0
2021-10-05 20:30:00,29,66,0.2,0
2021-10-05 20:45:00,29,66,0.2,0
2021-10-05 21:00:00,29,68,0.2,0
2021-10-05 21:15:00,29,68,0.2,0
2021-10-05 21:30:00,29,68,0.2,0
2021-10-05 21:45:00,29,68,0.2,0
2021-10-05 22:00:00,29,69,0.2,0
2021-10-05 22:15:00,29,69,0.2,0
2021-10-05 22:30:00,29,69,0.2,0
2021-10-05 22:45:00,29,69,0.2,0
2021-10-05 23:00:00,29,72,0.2,0
2021-10-05 23:15:00,29,72,0.2,0
2021-10-05 23:30:00,29,72,0.2,0
2021-10-05 23:45:00,29,72,0.2,0
2021-10-06 00:00:00,28,69,0.2,0
2021-10-06 00:15:00,28,69,0.2,0
2021-10-06 00:30:00,28,69,0.2,0
2021-10-06 00:45:00,28,69,0.2,0
2021-10-06 01:00:00,28,71,0.2,0
2021-10-06 01:15:00,28,71,0.2,0
2021-10-06 01:30:00,28,71,0.2,0
2021-10-06 01:45:00,28,71,0.2,0
2021-10-06 02:00:00,28,68,0.2,0
2021-10-06 02:15:00,28,68,0.2,0
2021-10-06 02:30:00,28,68,0.2,0
2021-10-06 02:45:00,28,68,0.2,0
2021-10-06 03:00:00,28,72,0.2,0
2021-10-06 03:15:00,28,72,0.2,0
2021-10-06 03:30:00,28,72,0.2,0
2021-10-06 03:45:00,28,72,0.2,0
2021-10-06 04:00:00,27,71,0.2,0
2021-10-06 04:15:00,27,71,0.2,0
2021-10-06 04:30:00,27,71,0.2,0
2021-10-06 04:45:00,27,71,0.2,0
2021-10-06 05:00:00,27,71,0.2,0
2021-10-06 05:15:00,27,71,0.2,0
2021-10-06 05:30:00,27,71,0.2,0
2021-10-06 05:45:00,27,71,0.2,0
2021-10-06 06:00:00,27,72,0.2,0
2021-10-06 06:15:00,27,72,0.2,0
2021-10-06 06:30:00,27,72,0.2,0
2021-10-06 06:45:00,27,72,0.2,0
2021-10-06 07:00:00,27,68,0.2,0
2021-10-06 07:15:00,27,68,0.2,0
2021-10-06 07:30:00,27,68,0.2,0
2021-10-06 07:45:00,27,68,0.2,0
2021-10-06 08:00:00,28,67,0.2,0
2021-10-06 08:15:00,28,67,0.5,0
2021-10-06 08:30:00,28,67,0.5,0
2021-10-06 08:45:00,28,67,0.5,0
2021-10-06 09:00:00,29,65,0.5,0
2021-10-06 09:15:00,29,65,2,0
2021-10-06 09:30:00,29,65,2,0
2021-10-06 09:45:00,29,65,2,0
2021-10-06 10:00:00,29,65,2,0
2021-10-06 10:15:00,29,65,3,0
2021-10-06 10:30:00,29,65,3,0
2021-10-06 10:45:00,29,65,3,0
2021-10-06 11:00:00,31,60,3,0
2021-10-06 11:15:00,31,60,6,0
2021-10-06 11:30:00,31,60,6,0
2021-10-06 11:45:00,31,60,6,0
2021-10-06 12:00:00,31,59,6,0
2021-10-06 12:15:00,31,59,7,0
2021-10-06 12:30:00,31,59,7,0
2021-10-06 12:45:00,31,59,7,0
2021-10-06 13:00:00,30,61,7,0
2021-10-06 13:15:00,30,61,6,0
2021-10-06 13:30:00,30,61,6,0
2021-10-06 13:45:00,30,61,6,0
2021-10-06 14:00:00,30,61,6,0
2021-10-06 14:15:00,30,61,5,0
2021-10-06 14:30:00,30,61,5,0
2021-10-06 14:45:00,30,61,5,0
2021-10-06 15:00:00,29,66,5,0
2021-10-06 15:15:00,29,66,3,0
2021-10-06 15:30:00,29,66,3,0
2021-10-06 15:45:00,29,66,3,0
2021-10-06 16:00:00,30,69,3,0
2021-10-06 16:15:00,30,69,2,0
2021-10-06 16:30:00,30,69,2,0
2021-10-06 16:45:00,30,69,2,0
2021-10-06 17:00:00,29,69,2,0
2021-10-06 17:15:00,29,69,0.5,0
2021-10-06 17:30:00,29,69,0.5,0
2021-10-06 17:45:00,29,69,0.5,0
2021-10-06 18:00:00,29,71,0.5,0
2021-10-06 18:15:00,29,71,0.1,0
2021-10-06 18:30:00,29,71,0.1,0
2021-10-06 18:45:00,29,71,0.1,0
2021-10-06 19:00:00,29,72,0.1,0
2021-10-06 19:15:00,29,72,0.1,0
2021-10-06 19:30:00,29,72,0.1,0
2021-10-06 19:45:00,29,72,0.1,0
2021-10-06 20:00:00,29,71,0.1,0
2021-10-06 20:15:00,29,71,0.1,0
2021-10-06 20:30:00,29,71,0.1,0
2021-10-06 20:45:00,29,71,0.1,0
2021-10-06 21:00:00,29,75,0.1,0
2021-10-06 21:15:00,29,75,0.1,0
2021-10-06 21:30:00,29,75,0.1,0
2021-10-06 21:45:00,29,75,0.1,0
2021-10-06 22:00:00,29,77,0.1,0
2021-10-06 22:15:00,29,77,0.1,0
2021-10-06 22:30:00,29,77,0.1,0
2021-10-06 22:45:00,29,77,0.1,0
2021-10-06 23:00:00,29,78,0.1,0
2021-10-06 23:15:00,29,78,0.1,0
2021-10-06 23:30:00,29,78,0.1,0
2021-10-06 23:45:00,29,78,0.1,0
2021-10-07 00:00:00,29,77,0.1,0
2021-10-07 00:15:00,29,77,0.1,0
2021-10-07 00:30:00,29,77,0.1,0
2021-10-07 00:45:00,29,77,0.1,0
2021-10-07 01:00:00,29,77,0.1,0
2021-10-07 01:15:00,29,77,0.1,0
2021-10-07 01:30:00,29,77,0.1,0
2021-10-07 01:45:00,29,77,0.1,0
2021-10-07 02:00:00,29,77,0.1,0
2021-10-07 02:15:00,29,77,0.1,0
2021-10-07 02:30:00,29,77,0.1,0
2021-10-07 02:45:00,29,77,0.1,0
2021-10-07 03:00:00,28,75,0.1,0
2021-10-07 03:15:00,28,75,0.1,0
2021-10-07 03:30:00,28,75,0.1,0
2021-10-07 03:45:00,28,75,0.1,0
2021-10-07 04:00:00,28,75,0.1,0
2021-10-07 04:15:00,28,75,0.1,0
2021-10-07 04:30:00,28,75,0.1,0
2021-10-07 04:45:00,28,75,0.1,0
2021-10-07 05:00:00,28,75,0.1,0
2021-10-07 05:15:00,28,75,0.1,0
2021-10-07 05:30:00,28,75,0.1,0
2021-10-07 05:45:00,28,75,0.1,0
2021-10-07 06:00:00,28,72,0.1,0
2021-10-07 06:15:00,28,72,0.1,0
2021-10-07 06:30:00,28,72,0.1,0
2021-10-07 06:45:00,28,72,0.1,0
2021-10-07 07:00:00,28,67,0.1,0
2021-10-07 07:15:00,28,67,0.1,0
2021-10-07 07:30:00,28,67,0.1,0
2021-10-07 07:45:00,28,67,0.1,0
2021-10-07 08:00:00,29,67,0.1,0
2021-10-07 08:15:00,29,67,0.4,0
2021-10-07 08:30:00,29,67,0.4,0
2021-10-07 08:45:00,29,67,0.4,0
2021-10-07 09:00:00,29,66,0.4,0
2021-10-07 09:15:00,29,66,1,0
2021-10-07 09:30:00,29,66,1,0
2021-10-07 09:45:00,29,66,1,0
2021-10-07 10:00:00,29,66,1,0
2021-10-07 10:15:00,29,66,2,0
2021-10-07 10:30:00,29,66,2,0
2021-10-07 10:45:00,29,66,2,0
2021-10-07 11:00:00,29,64,2,0
2021-10-07 11:15:00,29,64,2,0
2021-10-07 11:30:00,29,64,2,0
