01.csvCHWR.TEMP.1,01.csvCHWS.TEMP.1
14.5627,18.9209
14.5827,18.9209
14.3027,18.9409
14.3227,18.9209
14.6027,18.9609
14.5227,18.9609
14.5427,18.9209
14.6427,18.9409
14.3027,18.9609
14.3627,18.9409
14.3427,18.9409
14.4627,18.9209
14.3827,18.9209
14.3427,18.9409
14.4027,18.9609
14.4427,18.9209
14.5027,18.9809
14.5027,18.9209
14.2826,18.9209
14.5027,18.9209
14.3027,18.9609
14.1026,18.9209
14.2626,18.9609
14.5427,18.9609
14.4027,18.9209
14.1826,18.9209
14.5627,18.9609
14.4427,18.9009
14.5827,18.9409
14.1226,18.9209
14.6827,18.9209
14.2626,18.9209
14.4227,18.9209
14.4427,18.9409
14.2226,18.9209
14.2626,18.9209
14.0826,18.9609
14.3227,18.9209
14.2226,18.9209
14.5827,18.9209
14.5827,18.9209
14.4027,18.9409
14.5427,18.9209
14.3027,18.9209
14.4427,18.9409
14.3427,18.9209
14.2626,18.9409
14.3827,18.9209
14.4427,18.9409
14.1826,18.9009
14.3827,18.9209
14.3227,18.9209
14.3027,18.9209
14.5827,18.9209
14.1626,18.8809
14.6427,18.9609
14.4427,18.9009
14.2826,18.9409
14.4827,18.9209
14.2626,18.9209
14.2226,18.8809
14.1826,18.9209
14.4027,18.9209
14.3227,18.9209
14.5427,18.9009
14.2826,18.9209
14.2826,18.9209
14.2426,18.9209
14.2426,18.9609
14.3027,18.9209
14.1226,18.9209
14.5227,18.9209
14.0826,18.9009
14.5627,18.9209
14.4627,18.9209
14.2426,18.9209
14.5227,18.9009
14.3627,18.9209
14.6027,18.9209
14.3027,18.9009
14.5627,18.9009
14.1626,18.9009
14.4227,18.8809
14.2226,18.9209
14.2826,18.9009
14.1226,18.9209
14.2826,18.8809
14.3427,18.9209
14.5827,18.9209
14.3627,18.9009
14.4627,18.9009
14.2826,18.8809
14.5827,18.9009
14.2426,18.9009
14.1626,18.9209
14.4027,18.9009
14.4027,18.9209
14.0226,18.9009
14.4427,18.9609
14.4427,18.9209
14.3427,18.8809
14.3027,18.8809
14.4827,18.8809
14.4027,18.9009
14.3027,18.8609
14.1026,18.8809
14.4027,18.9009
14.2226,18.8809
14.4027,18.9009
14.1426,18.9009
14.3227,18.9009
14.1226,18.8809
14.0226,18.8809
14.1826,18.8809
14.4627,18.9209
14.0026,18.8809
14.0426,18.9009
14.1026,18.9209
14.5027,18.8809
14.2426,18.8809
14.4027,18.9009
14.5027,18.9209
14.2026,18.8809
14.5027,18.9009
14.1826,18.8809
14.4427,18.8809
14.1826,18.8809
14.4227,18.8809
14.5427,18.8409
14.1226,18.8809
13.9826,18.8809
14.3427,18.9009
14.1026,18.8809
14.1226,18.8809
14.0426,18.8809
13.9626,18.8809
14.0426,18.8809
14.3427,18.8409
14.1426,18.8809
14.3427,18.8809
14.1626,18.8809
14.4627,18.9009
14.1626,18.8809
14.4227,18.9209
14.4027,18.8809
14.1826,18.8809
14.3027,18.8809
14.3027,18.9009
14.1826,18.8809
14.1626,18.8809
14.2026,18.8809
14.3227,18.8409
14.1626,18.8409
14.1826,18.8809
14.1626,18.8609
14.1826,18.8809
14.2626,18.9009
14.1426,18.8809
14.1626,18.8409
14.3027,18.8409
14.2626,18.8809
14.4227,18.8609
14.2426,18.9009
14.1226,18.8809
14.0426,18.8409
14.0826,18.8409
14.2426,18.9009
14.1626,18.9209
-4,-4
14.1826,18.9009
14.3627,18.8809
14.4027,18.8409
14.3027,18.4809
14.5027,18.5009
14.3427,18.4609
14.4827,18.5009
14.5027,18.4409
14.4227,18.5209
14.3027,18.3809
14.5827,18.4409
14.7227,18.5009
14.6427,18.3809
14.6227,18.4609
14.7427,18.4609
14.4027,18.4409
14.3227,18.4809
14.5827,18.4609
14.3427,18.4209
14.5227,18.3409
14.6627,18.4209
14.4227,18.4209
14.6227,18.3809
14.6227,18.3809
14.5227,18.3409
14.7227,18.3809
14.6427,18.4009
14.8227,18.3209
14.8227,18.3809
14.7627,18.3609
14.6227,18.3409
14.6827,18.2809
14.6227,18.3209
14.4227,18.3009
14.7227,18.3609
14.4827,18.2609
14.5827,18.2409
14.9027,18.2809
14.6427,18.3009
14.4227,18.3209
14.7827,18.3409
14.8227,18.2409
14.6427,18.3009
14.7227,18.2008
14.6427,18.2809
14.6027,18.2809
14.8227,18.2809
14.6227,18.2008
14.6427,18.2809
14.7027,18.2409
14.8627,18.2208
14.9627,18.1808
14.7227,18.2008
14.5827,18.2609
14.6427,18.1808
14.7827,18.1408
15.0427,18.2008
14.8427,18.1808
14.8427,18.1808
14.6627,18.2409
14.8227,18.1408
14.6227,18.2208
14.7227,18.1608
14.9427,18.1408
14.6427,18.1008
14.5627,18.1408
14.6227,18.1408
14.9027,18.1808
14.9827,18.1808
14.5827,18.1008
14.7627,18.1808
14.7627,18.1008
14.7627,18.0808
14.7027,18.0608
14.7827,18.1008
14.7627,18.0408
14.7627,18.1408
15.0427,18.1008
15.0427,18.1808
14.9227,18.0608
14.9427,18.1008
14.9027,18.1008
14.7227,18.1008
14.9027,18.0808
14.9627,18.1008
14.9227,18.0608
14.8427,18.1008
14.7227,18.1408
14.5827,18.1008
14.7827,18.0808
14.6827,18.1208
14.5027,18.0608
14.9827,18.1408
14.8627,18.0008
14.6227,18.0408
15.0227,18.0608
14.7627,18.0608
14.8427,18.0008
14.9627,18.0008
14.5027,18.0608
14.9827,18.1008
14.6827,18.0408
14.5827,18.0808
14.4427,17.9608
14.6627,17.9608
14.6827,18.1008
14.9027,18.0408
14.5827,18.0608
14.7027,18.0008
14.5827,17.9608
14.6227,18.0608
14.7227,18.0408
14.9827,18.0608
14.5027,17.9808
14.3627,18.0808
14.7627,18.0808
14.6827,18.0408
14.5027,18.0008
14.2626,18.1008
14.5027,18.0408
14.8627,18.0808
14.6227,17.9808
14.9027,18.0008
14.7627,17.9608
14.4827,18.0208
14.5827,18.0008
14.6827,18.1008
14.1826,18.0408
14.3027,18.0008
14.4827,18.0608
14.5627,18.1008
14.4827,18.0808
14.7627,18.0608
14.6827,18.0008
14.5027,18.0408
14.3027,18.0208
14.2626,18.0408
14.2226,18.0008
-4,-4
14.5827,18.0608
14.6427,18.0408
14.4827,18.0408
14.5027,17.9808
14.3027,18.0808
14.4427,18.0608
14.6027,18.0408
14.2826,18.0008
14.4427,17.9808
14.7027,18.0808
14.6227,18.0808
14.5827,18.0808
14.5627,17.9808
14.5027,18.0408
14.3827,18.0808
14.3227,18.0408
14.5027,18.0408
14.3427,18.0208
14.3227,18.0408
14.3027,18.0608
14.6627,18.0008
14.1826,17.9608
14.4027,18.0008
14.4027,17.9808
14.5027,17.9208
14.4227,17.9808
14.4027,18.0408
14.5627,17.9808
14.2226,17.9608
14.6227,18.0608
14.3227,17.9808
14.3627,17.9808
14.2426,18.0208
14.4627,18.0008
14.3027,18.0008
14.1626,18.0608
14.5027,18.0408
14.0826,17.9808
14.8427,18.1008
14.7227,18.1008
14.7827,18.1408
14.7427,18.1008
14.8627,18.1008
14.7827,18.0608
15.0027,18.1608
14.7227,18.1408
14.9227,18.1008
14.8227,18.0608
14.8227,18.0808
14.7627,18.0808
15.0627,18.1408
14.6427,18.1008
14.9027,18.1408
14.7627,18.0408
14.7827,18.1208
15.1027,18.0808
15.0227,18.1408
14.7227,18.0808
14.9227,18.0608
15.0827,18.1008
15.0427,18.0808
15.1227,18.1008
14.8627,18.0608
14.8227,18.1008
14.9227,18.1008
14.8627,18.1408
15.0827,18.1008
15.1027,18.0608
14.9027,18.1608
14.8227,18.1208
15.0427,18.1408
14.7827,18.1008
14.9827,18.1408
15.2027,18.1608
14.9027,18.1808
14.9627,18.1608
15.1827,18.1408
15.0027,18.1608
15.1627,18.1608
15.1027,18.1608
15.0227,18.1808
14.9227,18.1408
15.0627,18.1808
14.9227,18.1408
15.2427,18.1008
15.1827,18.1808
15.1827,18.1608
14.7827,18.2008
14.9827,18.2008
15.0627,18.2008
14.8827,18.2008
15.2027,18.1408
14.9227,18.1808
15.1027,18.1808
15.0227,18.2008
15.0027,18.1808
14.8627,18.1608
15.1027,18.2008
14.9427,18.2008
14.8427,18.1808
14.8627,18.2008
15.0427,18.1808
14.9027,18.1408
15.0027,18.1808
14.9027,18.1808
15.0427,18.2008
14.7827,18.2008
15.0827,18.1408
14.9627,18.1808
15.0227,18.2409
14.8427,18.2008
14.8227,18.2409
14.7827,18.2008
14.8627,18.1808
14.9827,18.2409
15.0427,18.2409
14.9627,18.1808
14.9627,18.2208
14.9827,18.2809
14.8827,18.1808
14.8227,18.1808
14.8227,18.2609
14.7827,18.2008
14.8227,18.2008
15.0827,18.2008
14.9027,18.2409
14.8827,18.2409
15.1427,18.2008
14.5027,18.2008
14.6427,18.2409
14.7627,18.2008
14.4027,18.2809
14.8227,18.2409
15.0027,18.2008
14.6427,18.2409
14.8627,18.2409
14.6427,18.2409
14.8227,18.2609
-3,-3
15.0027,18.2809
14.6427,18.2409
14.4227,18.2809
14.7627,18.2008
14.7627,18.2809
14.2826,18.2409
14.7227,18.2809
14.5227,18.2208
14.8027,18.2409
14.9827,18.2609
14.6827,18.2008
14.6227,18.2609
14.6227,18.3009
14.6827,18.2609
14.5627,18.2008
14.7827,18.2809
14.4427,18.2409
14.6227,18.2809
14.7627,18.2409
14.7627,18.2809
14.7627,18.3009
14.7627,18.2409
14.7827,18.3409
14.6827,18.2409
14.4627,18.2809
14.3627,18.3409
14.8827,18.2609
14.6627,18.2809
14.3227,18.2609
14.9027,18.2609
14.4427,18.3809
14.5427,18.3809
14.6227,18.3409
14.4427,18.3409
14.2226,18.3209
14.5427,18.3809
14.6627,18.4009
14.3427,18.4009
14.2826,18.3609
14.2626,18.3609
14.2626,18.3409
14.1626,18.4009
14.5027,18.4009
14.2026,18.3809
14.4627,18.3209
14.5227,18.3609
14.4027,18.3209
14.3427,18.3609
14.5427,18.3409
14.4827,18.3809
14.5827,18.3409
14.3827,18.4009
14.2026,18.3809
14.4427,18.4009
14.1826,18.4009
14.7627,18.4209
14.2426,18.3409
14.3627,18.4209
14.3627,18.3409
14.5427,18.3209
14.3427,18.3409
14.5627,18.3409
14.5627,18.3809
14.3827,18.2809
14.3627,18.3809
14.5027,18.3209
14.5027,18.3209
14.5427,18.3809
14.6827,18.4209
14.5827,18.3609
14.2226,18.3809
14.3227,18.3809
14.5427,18.3609
14.1826,18.3609
14.3627,18.2809
14.5227,18.3409
14.6427,18.3609
14.6427,18.3809
14.2626,18.3409
14.3027,18.7409
14.3227,18.7409
14.2226,18.8209
14.6027,18.8009
14.3427,18.8409
14.0426,18.8209
14.3627,18.7809
14.2026,18.8209
14.4227,18.8409
14.1626,18.8209
14.4227,18.8209
14.3627,18.8009
14.3027,18.8209
14.3427,18.8209
14.2226,18.7809
14.2226,18.8209
14.3827,18.8209
14.2426,18.8409
14.1626,18.8009
14.1626,18.8609
13.9626,18.8809
14.2626,18.7809
14.5427,18.8409
14.3227,18.8809
14.4627,18.8209
14.3227,18.8409
14.1826,18.8209
13.9026,18.8609
14.4227,18.8609
14.6027,18.8409
14.3827,18.8809
14.1626,18.8209
14.3027,18.8409
14.4427,18.8809
14.3627,18.8209
14.5827,18.8809
14.3627,18.8409
14.7227,18.8409
14.5827,18.8409
14.2626,18.8009
14.2226,18.8409
14.5827,18.8609
14.0826,18.8409
14.3027,18.8409
14.4027,18.8209
14.2426,18.8409
14.3227,18.8409
14.4227,18.8809
14.1826,18.9009
14.2026,18.8609
14.4627,18.8409
14.4227,18.9009
14.2026,18.8809
14.2026,18.8809
14.6227,18.8809
14.4627,18.8609
14.4427,18.8809
14.1226,18.8409
14.2026,18.8809
14.4227,18.9009
14.3627,18.8409
14.0626,18.9009
14.4427,18.9009
14.6827,18.9009
14.4427,18.8609
14.5027,18.8409
14.4627,18.9209
14.3027,18.8809
14.1826,18.9209
14.3627,18.9209
14.3627,18.9409
14.1626,18.9209
14.3827,18.9009
14.5427,18.8809
14.3827,18.9009
14.4227,18.9209
14.4427,18.9209
14.3827,18.9409
14.2026,18.9609
14.5427,18.9609
14.1826,18.9609
14.4227,18.9209
14.2226,18.9209
14.3827,18.9609
14.6427,18.9009
14.7027,18.9409
14.6827,18.9609
14.5827,18.9209
14.1626,18.9209
14.3827,18.9809
14.7227,18.9409
14.4027,18.9609
14.2626,18.9609
14.3627,18.9809
14.1226,18.9609
14.6227,18.9609
14.2426,18.9809
14.3027,18.9609
14.5227,18.9809
14.0826,18.9409
14.2226,18.9809
14.3627,18.9609
14.4027,18.9809
14.2226,18.9609
14.2626,18.9609
14.3227,18.9609
14.4427,18.9609
14.3627,18.9609
14.3627,19.0009
14.3227,18.9809
14.2826,19.0209
14.5027,18.9809
14.4027,18.9609
14.2026,18.9609
14.4627,18.9409
14.2426,18.9809
14.5627,18.9809
14.2826,19.0209
14.2626,18.9809
14.3627,18.9609
14.4227,18.9809
14.2226,19.0009
14.3827,19.0009
14.4427,19.0209
14.3627,18.9809
14.5827,18.9609
14.6427,18.9609
14.2626,19.0209
14.1826,18.9809
14.7427,19.0009
14.6827,19.2209
14.6427,19.2009
14.8227,19.2009
14.8627,19.2009
14.8627,19.1609
14.9627,19.2409
15.0627,19.1809
14.7627,19.2009
14.9427,19.2209
14.9627,19.2009
15.0027,19.2209
14.9227,19.2209
14.8627,19.2009
14.9427,19.2409
15.0027,19.2409
15.1827,19.2409
14.9827,19.2409
14.7827,19.2409
14.9027,19.2609
15.0027,19.2409
15.0427,19.2609
14.8827,19.2609
15.2427,19.2209
14.8427,19.2209
15.1027,19.2409
15.0627,19.2809
14.9027,19.2409
15.1427,19.2409
14.8027,19.2609
15.1027,19.2609
15.0427,19.2209
15.0627,19.2609
14.9027,19.2809
14.9827,19.2209
15.1027,19.2609
14.9427,19.2609
15.2627,19.2609
15.0827,19.2609
14.9227,19.2609
15.1627,19.2609
15.1027,19.2609
14.9627,19.2409
15.2027,19.2609
15.0627,19.2609
15.1027,19.2209
15.2027,19.2609
15.1427,19.2209
14.9627,19.2009
15.2627,19.2409
15.1027,19.2209
15.1427,19.2409
15.2227,19.2409
15.2627,19.1809
15.5027,19.2409
15.4227,19.2409
15.2427,19.2609
15.1627,19.2209
15.0827,19.2409
14.9627,19.2409
15.3827,19.2209
15.2227,19.2409
15.1027,19.2209
15.5828,19.1609
15.2627,19.1809
15.1027,19.1609
15.5427,19.2009
15.4627,19.1609
15.2227,19.1409
15.1227,19.2009
15.4627,19.1809
15.3227,19.1609
15.3227,19.1609
15.2427,19.1609
15.1427,19.1009
15.4627,19.1209
15.3227,19.2009
15.2427,19.1409
15.1427,19.1209
15.1427,19.1609
14.9627,19.1609
15.5027,19.1209
15.5828,19.1609
14.9227,19.1409
15.1427,19.1609
15.1227,19.1009
15.1427,19.1209
15.1627,19.1209
15.4827,19.1209
15.1627,19.1809
15.2027,19.1009
15.3627,19.1009
15.4427,19.1209
15.0627,19.0209
15.5628,19.1009
15.2627,19.0409
15.2627,19.0809
15.5427,19.1209
15.4227,19.1209
15.2427,19.0409
15.1827,19.0609
15.3827,19.0609
14.9227,19.1009
14.8627,18.9809
14.6227,19.0209
14.9227,19.0809
15.0627,19.0609
15.3627,19.0609
15.1627,19.0409
-4,-4
12.1225,14.2005
12.0425,14.2005
12.0425,14.2405
11.9425,14.2405
11.9825,14.2405
12.0025,14.3805
12.1625,14.3405
12.0825,14.3605
12.0225,14.4005
12.1625,14.4005
12.1625,14.4205
12.0825,14.4205
12.2225,14.4806
12.2625,14.5006
12.1025,14.5606
12.2625,14.6006
12.1625,14.5806
12.3025,14.6006
12.2625,14.6806
12.2425,14.6806
12.4225,14.7206
12.4025,14.6606
12.3025,14.7006
12.1625,14.8006
12.4025,14.7806
12.4625,14.7806
12.3025,14.7406
12.5025,14.8206
12.5625,14.8806
12.2825,14.8806
12.2225,14.8806
12.2425,14.9206
12.4825,14.9206
12.5025,14.9206
12.4225,15.0206
12.4225,15.0006
12.4225,15.0206
12.3425,15.0206
12.3625,15.0406
12.4025,15.1006
12.4025,15.1006
12.5425,15.1606
12.5625,15.1406
12.3825,15.1406
12.5025,15.1406
12.3625,15.2006
12.6425,15.2206
12.6225,15.2606
12.6825,15.2406
12.6625,15.3206
12.6425,15.3406
12.5025,15.2406
12.6625,15.3606
12.5625,15.3206
12.7425,15.3406
12.5425,15.3806
12.5025,15.4206
12.7025,15.4206
12.7025,15.4406
12.3825,15.4806
12.6025,15.5206
12.5225,15.4806
12.7025,15.4806
12.6825,15.5206
12.6025,15.5406
12.5625,15.5606
12.6425,15.5806
12.6425,15.5806
12.5825,15.6206
12.7425,15.6206
12.7225,15.6206
12.7625,15.6606
12.7425,15.6606
13.0025,15.7807
12.8825,15.7807
12.8825,15.8407
12.8825,15.8607
12.8825,15.9407
13.0025,15.9207
13.3426,16.0007
13.2026,16.0007
13.0426,15.9807
13.3826,16.0207
13.1626,16.0407
13.0626,16.1007
13.3026,16.1407
13.1226,16.1807
13.3826,16.1407
13.4426,16.1607
13.4826,16.1807
13.4426,16.2207
13.4226,16.1207
13.1226,16.2007
13.3826,16.2607
14.5827,17.8208
14.5027,17.8208
14.3027,17.8208
14.5427,17.8208
14.3227,17.8608
14.1826,17.8408
14.5227,17.8608
14.1826,17.8608
14.5827,17.8208
14.2226,17.8408
14.1826,17.9008
14.1226,17.9608
14.0226,17.9208
14.1626,17.9208
14.5427,17.8808
13.9626,17.9208
14.4227,17.9208
14.3227,17.9608
14.2826,18.0008
14.2426,17.9808
14.2826,17.9608
